22
Generation: 0
0	0.0	112.0	0.0	0.0	5.7	0.0	169	169	169
1	112.0	112.0	0.0	0.0	5.7	0.0	169	169	169
2	224.0	112.0	0.0	0.0	5.7	0.0	169	169	169
3	0.0	0.0	0.0	0.0	5.7	0.0	169	169	169
4	112.0	0.0	0.0	0.0	5.7	0.0	169	169	169
5	224.0	0.0	0.0	0.0	5.7	0.0	169	169	169
6	56.0	56.0	200.0	0.0	2.85	165.0	255	255	255
7	168.02027840826705	55.97972159173295	0.0	0.0	2.85	165.0	255	255	0
8	172.96157703878094	58.8532707129826	0.0	0.0	2.85	165.0	0	0	255
9	172.96692585011107	53.141380475687306	0.0	0.0	2.85	165.0	255	0	0
10	177.95556012060229	61.73894746900555	0.0	0.0	2.85	165.0	128	0	128
11	177.95431848410774	55.97770583251102	0.0	0.0	2.85	165.0	0	0	0
12	177.9534335650755	50.263179086521205	0.0	0.0	2.85	165.0	255	165	0
13	182.98599863634269	64.6610796589476	0.0	0.0	2.85	165.0	0	128	0
14	182.93911457383254	58.854195596437464	0.0	0.0	2.85	165.0	165	42	42
15	182.93992785352327	53.095008876128176	0.0	0.0	2.85	165.0	139	69	19
16	182.99082793810985	47.38590896071476	0.0	0.0	2.85	165.0	173	255	47
17	187.98151303804488	67.54828773485143	0.0	0.0	2.85	165.0	173	216	230
18	187.97579064595018	61.78256534275674	0.0	0.0	2.85	165.0	199	21	133
19	187.924941951436	55.971716648242555	0.0	0.0	2.85	165.0	139	0	0
20	187.9260419291771	50.21281662598365	0.0	0.0	2.85	165.0	34	139	34
21	187.97715982133792	44.45606548185551	0.0	0.0	2.85	165.0	128	128	0
22
Generation: 1
0	0.0	112.0	0.0	0.0	5.7	0.0	169	169	169
1	112.0	112.0	0.0	0.0	5.7	0.0	169	169	169
2	224.0	112.0	0.0	0.0	5.7	0.0	169	169	169
3	0.0	0.0	0.0	0.0	5.7	0.0	169	169	169
4	112.0	0.0	0.0	0.0	5.7	0.0	169	169	169
5	224.0	0.0	0.0	0.0	5.7	0.0	169	169	169
6	162.32031447977096	56.0	0.002531325598198464	0.7115185943337683	2.85	165.0	255	255	255
7	168.02027840826705	55.97972159173295	199.9974686744018	-0.7115185943337683	2.85	165.0	255	255	0
8	172.96157703878094	58.8532707129826	0.0	0.0	2.85	165.0	0	0	255
9	172.96692585011107	53.141380475687306	0.0	0.0	2.85	165.0	255	0	0
10	177.95556012060229	61.73894746900555	0.0	0.0	2.85	165.0	128	0	128
11	177.95431848410774	55.97770583251102	0.0	0.0	2.85	165.0	0	0	0
12	177.9534335650755	50.263179086521205	0.0	0.0	2.85	165.0	255	165	0
13	182.98599863634269	64.6610796589476	0.0	0.0	2.85	165.0	0	128	0
14	182.93911457383254	58.854195596437464	0.0	0.0	2.85	165.0	165	42	42
15	182.93992785352327	53.095008876128176	0.0	0.0	2.85	165.0	139	69	19
16	182.99082793810985	47.38590896071476	0.0	0.0	2.85	165.0	173	255	47
17	187.98151303804488	67.54828773485143	0.0	0.0	2.85	165.0	173	216	230
18	187.97579064595018	61.78256534275674	0.0	0.0	2.85	165.0	199	21	133
